,Address,Lat,Long,Area,Asking,Bathrooms,Bedrooms,Built Year,Developer,District,facilities,Floor,Furnish,HDB Town,Model,No. of Units,Property Name,Property Type,PSF,Tenure,X-Valuation,DistrictValue
471,25 Tampines Street 86 (528569),1.351907786,103.927624,1421,1365800,4,4,2017,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Sea View|Original Condition|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,961,LEASEHOLD/99 years,NA,18
472,27 Tampines Street 86 (528570),1.352539009,103.927822,1152,1072800,2,4,2017,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Sea View|Original Condition|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,931,LEASEHOLD/99 years,NA,18
473,35 Tampines Street 86 (528574),1.352087851,103.92793,1044,1062800,3,3,2017,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,1018,LEASEHOLD/99 years,NA,18
474,23 Tampines Street 86 (528568),1.351783658,103.9278499,915,888800,2,2,2017,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Sea View|Original Condition|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,971,LEASEHOLD/99 years,NA,18
475,35 Tampines Street 86 (528574),1.352087851,103.92793,753,688000,2,2,2017,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Sea View|Original Condition|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,914,LEASEHOLD/99 years,NA,18
476,23 Tampines Street 86 (528568),1.351783658,103.9278499,1119,1072800,3,3,NA,MCC Land (Singapore) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Sea View|Original Condition|City View|Corner Unit|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,597,The Santorini,Condominium,959,LEASEHOLD/99 years,NA,18
477,12 Siglap Link (448870),1.307546022,103.9273836,678,928000,2,2,2020,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Sea View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1369,LEASEHOLD/99 years,"$1,100,000(Updated: 24-Apr-2017)",15
478,12 Siglap Link (448870),1.307546022,103.9273836,786,1138000,2,2,2020,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Sea View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1448,LEASEHOLD/99 years,"$1,300,000(Updated: 21-Apr-2017)",15
479,18 Siglap Link (448873),1.307701,103.928106,560,967000,1,1,NA,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Original Condition|Air Conditioning|Water Heater|Cooker Hob/hood|Intercom|Walk-in-wardrobe|Balcony,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1727,LEASEHOLD/99 years,NA,15
480,18 Siglap Link (448873),1.307701,103.928106,560,967000,2,1,2021,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Original Condition|Air Conditioning|Water Heater|Cooker Hob/hood|Intercom|Walk-in-wardrobe|Balcony,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1727,LEASEHOLD/99 years,NA,15
481,10 Beatty Road (209955),1.312972097,103.8590066,947,2139000,3,3,2019,SL Capital (1) Pte Ltd,D8 - Farrer Park / Serangoon Rd,City View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,305,Sturdee Residences,Condominium,2259,LEASEHOLD/99 years,NA,8
482,8 Jelebu Road (677671),1.378616394,103.7626152,474,3393000,1,1,2018,Sim Lian JV (BP) Pte Ltd,D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang,Lap Pool|Children's Playground|Function Rooms|Bbq Area And Gourmet Dining|Jogging Track|Gymnasium|Reading Room|Garden Lounge|Pool Deck|Lounge Pool|Aqua Gym|Fitness Stations|Wading Pool|Recreational Tennis Court|Spa Pool|Cascading Pool|Swimming Pool View|Park/greenery View|Original Condition|Air Conditioning|Intercom|Cooker Hob/hood|Air Conditioning|Water Heater|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Others,546,Hillion Residences,Apartment,7158,LEASEHOLD/99 years,NA,23
483,3 Lorong Puntong (576444),1.359899005,103.8302795,2034,2786700,3,4,2019,NS Property (Thomson) Pte Ltd,D20 - Ang Mo Kio / Bishan / Thomson,Park/greenery View|Original Condition|Intercom|Water Heater|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,288,Thomson Impressions,Apartment,1370,LEASEHOLD/99 years,NA,20
484,3 Lorong Puntong (576444),1.359899005,103.8302795,2034,2786700,3,4,2019,NS Property (Thomson) Pte Ltd,D20 - Ang Mo Kio / Bishan / Thomson,Air Conditioning|Park/greenery View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,288,Thomson Impressions,Apartment,1370,LEASEHOLD/99 years,NA,20
485,15 Lorong Lew Lian (533853),1.351407222,103.8767934,915,1341000,2,3,NA,Serangoon Green Pte. Ltd.,D19 - Hougang / Punggol / Sengkang,Park/greenery View|Original Condition|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Not Furnished,NA,Condominium,519,Forest Woods,Condominium,1466,LEASEHOLD/99 years,NA,19
486,13 Leedon Heights (266224),1.315875018,103.8036664,2960,4494000,4,4,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Bbq|Spa Pavilions|Gymnasium|Clubhouses|Theme Gardens|Jacuzzis|Basketball Court|Event Courts|Lap Pool / Gym Pool|Fitness Areas|Jogging Tracks|Multi-purpose Court|Play Areas|Restaurant/retail Space|Mini Race Track|Tennis Courts|City View|Renovated|Park/greenery View|Original Condition|Air Conditioning|Intercom|Cooker Hob/hood|Water Heater|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,1715,D'Leedon,Condominium,1518,LEASEHOLD/99 years,NA,10
487,21 Marina Way (018978),1.276714985,103.8533269,1141,2812950,2,2,2017,MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd,D1 - Boat Quay / Raffles Place / Marina,Renovated|Park/greenery View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,1042,Marina One Residences,Apartment,2465,LEASEHOLD/99 years,NA,1
488,105 Tampines Street 86 (528577),1.354633883,103.9297151,936,1050000,2,3,2019,MCC Land (Tampines) Pte Ltd,D18 - Pasir Ris / Tampines,Swimming Pool View|Park/greenery View|Original Condition|Corner Unit|Water Heater|Hairdryer|Cooker Hob/hood|Air Conditioning|Intercom|Balcony|Walk-in-wardrobe,NA,Not Furnished,NA,Condominium,626,The Alps Residences,Condominium,1122,LEASEHOLD/99 years,NA,18
489,105 Tampines Street 86 (528577),1.354633883,103.9297151,936,1050000,2,3,2019,MCC Land (Tampines) Pte Ltd,D18 - Pasir Ris / Tampines,Park/greenery View|Original Condition|Swimming Pool View|Water Heater|Air Conditioning|Intercom|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Not Furnished,NA,Condominium,626,The Alps Residences,Condominium,1122,LEASEHOLD/99 years,NA,18
490,103 Tampines Street 86 (528576),1.354863251,103.9298092,936,1045000,3,3,2019,MCC Land (Tampines) Pte Ltd,D18 - Pasir Ris / Tampines,Corner Unit|Park/greenery View|Original Condition|Swimming Pool View|Water Heater|Air Conditioning|Intercom|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Not Furnished,NA,Condominium,626,The Alps Residences,Condominium,1116,LEASEHOLD/99 years,NA,18
491,10 Beatty Road (209955),1.312972097,103.8590066,947,2435000,2,3,2019,SL Capital (1) Pte Ltd,D8 - Farrer Park / Serangoon Rd,City View|Park/greenery View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,305,Sturdee Residences,Condominium,2571,LEASEHOLD/99 years,NA,8
492,15 Lorong Lew Lian (533853),1.351407222,103.8767934,915,1341000,2,3,2021,Serangoon Green Pte. Ltd.,D19 - Hougang / Punggol / Sengkang,Park/greenery View|Original Condition|City View|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,519,Forest Woods,Condominium,1466,LEASEHOLD/99 years,NA,19
493,1 Balmoral Road (259784),1.313765464,103.8298457,2314,4971000,3,3,2017,Hong Leong Holdings Ltd,D10 - Tanglin / Holland / Bukit Timah,City View|Air Conditioning|Original Condition|Park/greenery View|Intercom|Cooker Hob/hood|Water Heater|Hairdryer|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,NA,One Balmoral,Condominium,2148,FREEHOLD,NA,10
494,1 Balmoral Road (259784),1.313765464,103.8298457,1657,5866000,3,4,2017,Hong Leong Holdings Ltd,D10 - Tanglin / Holland / Bukit Timah,Original Condition|City View|Park/greenery View|Hairdryer|Intercom|Water Heater|Air Conditioning|Cooker Hob/hood|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,NA,One Balmoral,Condominium,3540,FREEHOLD,NA,10
495,10 Beatty Road (209955),1.312972097,103.8590066,947,2139000,3,3,2019,SL Capital (1) Pte Ltd,D8 - Farrer Park / Serangoon Rd,City View|Park/greenery View|Original Condition|Intercom|Cooker Hob/hood|Water Heater|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Condominium,305,Sturdee Residences,Condominium,2259,LEASEHOLD/99 years,NA,8
496,7 Leedon Heights (267953),1.31435461,103.8038082,3563,5467000,3,4,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Spa Pavilions|Theme Gardens|Gymnasium|Fitness Areas|Bbq|Lap Pool / Gym Pool|Jacuzzis|Jogging Tracks|Clubhouses|Event Courts|Restaurant/retail Space|Tennis Courts|Mini Race Track|Multi-purpose Court|Basketball Court|Play Areas|Original Condition|Park/greenery View|Air Conditioning|Intercom|Private Garden|Balcony,NA,Partially Furnished,NA,Penthouse,1715,D'Leedon,Condominium,1534,LEASEHOLD/99 years,NA,10
497,12 Siglap Link (448870),1.307546022,103.9273836,1023,1438000,3,3,2020,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Sea View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Maidsroom|Walk-in-wardrobe|Outdoor Patio,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1406,LEASEHOLD/99 years,"$1,750,000(Updated: 21-Apr-2017)",15
498,12 Siglap Link (448870),1.307546022,103.9273836,1206,1880000,3,3,2020,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Sea View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe|Maidsroom,NA,Partially Furnished,NA,Apartment,841,Seaside Residences,Apartment,1559,LEASEHOLD/99 years,"$2,100,000(Updated: 21-Apr-2017)",15
499,12 Siglap Link (448870),1.307546022,103.9273836,1087,1488000,3,3,2020,East Vue Pte Ltd,D15 - East Coast / Marine Parade,Park/greenery View|Sea View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,841,Seaside Residences,Condominium,1369,LEASEHOLD/99 years,NA,15
500,11 Mount Sophia (228461),1.300258596,103.8472447,700,1238000,2,2,2017,Hoi Hup Sunway Mount Sophia Pte Ltd,D9 - Orchard / River Valley,Games Room|50M Lap Pool|Clubhouse Drop-off Plaza|Male And Female Changing And Steam Rooms|The Sophia Mirror Pool|Guardhouse|Conserved Building: Childcare/kindergarten|Yoga Decks|Jacuzzi|Steps Cascades|Seating Corner|Gymnasium|Mountain Terraces|Multi-purpose Media Room|Adventure Playground|Water Wall|Reflective Pool|Bin Centre|Pavilion|Bio-pond|Children's Pool|Main Entrance Drop-off Plaza|Water Cascades|Management Office|Sunning Deck|Jogging Path|Vantage Deck|Internet Corner|Lagoon Pool|The Sophia Grand Staircase|Children's Water Play|Residents' Side Gate|Fitness Stations|Conserved Building: Restaurant|Timber Deck|Lounge|Substation|Toddler's Playground|Bbq Corner|Childcare Drop-off Plaza|Function Rooms|Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony,NA,Partially Furnished,NA,Condominium,493,Sophia Hills,Condominium,1769,LEASEHOLD/99 years,NA,9
501,101 Tampines Street 86 (528575),1.355055159,103.9299216,1066,1038000,3,3,NA,MCC Land (Tampines) Pte Ltd,D18 - Pasir Ris / Tampines,Park/greenery View|City View|Swimming Pool View|Original Condition|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Maidsroom,NA,Partially Furnished,NA,Condominium,626,The Alps Residences,Condominium,974,LEASEHOLD/99 years,NA,18
502,17 Queens Road (266744),1.322092339,103.8109653,764,1680000,2,2,2017,Aurum Land (Private) Limited,D10 - Tanglin / Holland / Bukit Timah,City View|Swimming Pool View|Corner Unit|Park/greenery View|Original Condition|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Walk-in-wardrobe|Outdoor Patio|Balcony,NA,Partially Furnished,NA,Apartment,48,The Asana,Apartment,2199,FREEHOLD,NA,10
503,16 Balmoral Road (259802),1.315064324,103.8335339,775,1828800,2,2,2017,Feature (Balmoral) Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Arrival Courtyard|Play Lawn|Meditation Corner|Grand Walkway|Stepping Lawn|Green Trellis|Reflective Pond|Tranquil Garden|Sun Deck|Al Fresco Dining|Observatory Veranda|Grand Clubhouse|Waterscape|Verdant Garden Walk|Children's Splash Pool|Children's Play Zone|Lap Pool|Indoor Gymnasium|Bbq Patio|Guardhouse|Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,73,Goodwood Grand,Apartment,2360,FREEHOLD,NA,10
504,51 Kampong Bugis (338986),1.307048098,103.8669748,1033,1980000,3,2+1,2018,The Singapore-Johore Express Pte Ltd,D12 - Balestier / Toa Payoh,Corner Unit|Park/greenery View|Swimming Pool View|Sea View|Renovated|City View|Air Conditioning|Water Heater|Intercom|Cooker Hob/hood|Jacuzzi|Balcony|Walk-in-wardrobe|Private Garden|Outdoor Patio,NA,Partially Furnished,NA,Apartment,212,Kallang Riverside,Apartment,1917,FREEHOLD,NA,12
505,235 Balestier Road (329699),1.321272436,103.8521739,463,788000,1,1,2017,Corporate Residence Pte Ltd,D12 - Balestier / Toa Payoh,Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Walk-in-wardrobe|Outdoor Patio,NA,Partially Furnished,NA,Apartment,56,City Suites,Apartment,1702,FREEHOLD,NA,12
506,1 Kim Tian Road (169280),1.284013887,103.8297566,1152,1950000,3,3,2018,Harvestland Development Pte Ltd,D3 - Alexandra / Commonwealth,"Sun Deck|Fern Alcove|Water Feature|Spice Garden|Gymnasium|Gym Lounge|Reflexology Walk|Water Courtyards|Pool Deck|Outdoor Fitness Stations|Garden Deck|Maze Garden|Spa Pods|Leisure Pool|Clubhouse With Concierge, Reading Lounge|Butterfly Garden|Terrace Garden|Art Lounge|Barbeque Pavilion|Picnic Lawn|Green Prisms|Dreamcatcher Garden|Reading Loft|Olympic-length Grandpool|Cocoon Day Beds|Warm-up Deck|Party Lawn|Aqua Spring|Arrival Plaza With Drop-off Areas|Children's Pool|Reflective Water Features|Pool Pavilion|Swing Garden|Fitness Pavilion|Planters For Community Farming|Pavilion Area|Aqua Deck|Water Cascade|Viewing Deck|Children's Playground|Communal Function Rooms|Guard House|Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Walk-in-wardrobe|Maidsroom",NA,Partially Furnished,NA,Condominium,500,Highline Residences,Condominium,1693,LEASEHOLD/99 years,NA,3
507,17 Queens Road (266744),1.322092339,103.8109653,753,1500000,2,2,2017,Aurum Land (Private) Limited,D10 - Tanglin / Holland / Bukit Timah,City View|Swimming Pool View|Corner Unit|Park/greenery View|Original Condition|Air Conditioning|Intercom|Water Heater|Cooker Hob/hood|Walk-in-wardrobe|Outdoor Patio|Balcony,NA,Partially Furnished,NA,Apartment,48,The Asana,Apartment,1992,FREEHOLD,NA,10
508,235 Balestier Road (329699),1.321272436,103.8521739,527,838000,1,1,2017,Corporate Residence Pte Ltd,D12 - Balestier / Toa Payoh,Park/greenery View|City View|Swimming Pool View|Original Condition|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Outdoor Patio|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,56,City Suites,Apartment,1590,FREEHOLD,NA,12
509,235 Balestier Road (329699),1.321272436,103.8521739,452,768000,NA,1,2017,Corporate Residence Pte Ltd,D12 - Balestier / Toa Payoh,Park/greenery View|City View|Swimming Pool View|Original Condition|Air Conditioning|Corner Unit|Water Heater|Intercom|Cooker Hob/hood|Air Conditioning|Balcony|Bombshelter|Outdoor Patio|Walk-in-wardrobe,NA,NA,NA,Apartment,56,City Suites,Apartment,1699,FREEHOLD,NA,12
510,28 platina road,1.427666401,103.8247225,NA,3380000,6,5,2010,NA,D27 - Sembawang / Yishun,Renovated|Air Conditioning|Cooker Hob/hood|Intercom|Water Heater|Balcony|Maidsroom|Outdoor Patio|Roof Terrace|Walk-in-wardrobe,NA,Partially Furnished,NA,Semi-detached,NA,Platina Gardens,Semi-Detached,NA,FREEHOLD,NA,27
511,7 Leedon Heights (267953),1.31435461,103.8038082,2885,4109880,5,4+2,2014,Morganite Pte Ltd,D10 - Tanglin / Holland / Bukit Timah,Tennis Courts|Gymnasium|Mini Race Track|Theme Gardens|Multi-purpose Court|Lap Pool / Gym Pool|Jacuzzis|Restaurant/retail Space|Spa Pavilions|Fitness Areas|Clubhouses|Bbq|Event Courts|Play Areas|Basketball Court|Jogging Tracks|Corner Unit|City View|Park/greenery View|Sea View|Air Conditioning|Hairdryer|Intercom|Water Heater|Bathtub|Private Pool|Balcony|Private Garden|Walk-in-wardrobe|Roof Terrace,NA,Partially Furnished,NA,Condominium,1715,D'Leedon,Condominium,1425,LEASEHOLD/99 years,NA,10
512,132 Lorong K Telok Kurau (425790),NA,NA,1130,1793000,4,4+1,2017,RH East Coast Pte. Ltd.,D15 - East Coast / Marine Parade,Renovated|Balcony,NA,Partially Furnished,NA,Apartment,30,Sunnyvale Residences,Apartment,1587,FREEHOLD,NA,15
513,7 Bishan Street 15 (573908),1.352583332,103.8517592,1550,2266955,4,4+1,2015,Bishan Residential  Development Pte Ltd,D20 - Ang Mo Kio / Bishan / Thomson,Tennis Court|Bbq / Party Dawn|Lily Ponds|Guard House|Reflection Gardens|Entry Court|Leisure Pool|Water Wall|50M Lap Pool|Pool Island|Bbq / Social Areas|Children's Pool|Tennis Viewing Garden|Park/greenery View|Balcony,NA,Partially Furnished,NA,Condominium,509,Sky Habitat,Condominium,1463,LEASEHOLD/99 years,NA,20
514,19 Lorong Lew Lian (533851),1.351407222,103.8767934,667,9.00E+05,1,2+1,NA,Serangoon Green Pte. Ltd.,D19 - Hougang / Punggol / Sengkang,Park/greenery View|Air Conditioning|Intercom|Water Heater|Balcony,NA,Partially Furnished,NA,Condominium,519,Forest Woods,Condominium,1349,LEASEHOLD/99 years,NA,19
515,12A Cairnhill Rise (229746),1.308637253,103.8383703,2648,5900000,5,5+1,2013,Bukit Sembawang View Pte Ltd,D9 - Orchard / River Valley,Tennis Court|Bbq Area|Main Pool|Timber Deck|Bubble Pool|Waterwall|Pool Deck|Clubhouse|Water Feature|Garden Terrace|Children's Pool|Spa Pool|Children's Playground|Foot Reflexology Walk|Fitness Corner|Renovated|City View|Air Conditioning|Bathtub|Intercom|Water Heater|Cooker Hob/hood|Balcony|Maidsroom|Bombshelter|Terrace|Walk-in-wardrobe,NA,Partially Furnished,NA,Apartment,158,The Vermont On Cairnhill,Apartment,2228,FREEHOLD,"$6,000,000(Updated: 18-Dec-2017)",9
